medicine_name
"Dexamethasone"
"Acetazolamide"
"Estradiol"
"Desloratadine"
"Ibuprofen"
"Isoxsuprine"
"Trimetazidine"
"Vildagliptin"
"Amiodarone"
"Oxazepam"
"Eperisone"
"Clozapine"
"Salmeterol"
"Metoprolol Succinate"
"Pantoprazole"
"Terbutaline"
"Levosulpiride"
"Rabeprazole"
"Deferasirox"
"Almotriptan"
"Progesterone"
"Naproxen"
"Doxycycline"
"Penicillamine"
"Clomipramine"
"Ginkgo Biloba"
"Ferrous Ascorbate"
"Cyproheptadine"
"Deflazacort"
"Norfloxacin"
"Leflunomide"
"Glucosamine"
"L-Arginine"
"Chondroitin"
"Enzalutamide"
"Chlordiazepoxide"
"Prednisolone"
"Apomorphine"
"Chlorzoxazone"
"Mirabegron"
"Netupitant"
"Hydroxychloroquine"
"Entacapone"
"L-Methyl Folate"
"Nicorandil"
"Lurasidone"
"Tiotropium"
"Artesunate"
"Myo-Inositol"
"Serratiopeptidase"
"Betamethasone"
"Cefpodoxime Proxetil"
"Lamivudine"
"Seratrodast"
"Escitalopram Oxalate"
"Norethisterone"
"Ilaprazole"
"S-Adenosyl L-Methoinine Disulfate Tosylate"
"Omeprazole"
"Artemether"
"Abacavir"
"Prasugrel"
"Haloperidol"
"Naltrexone"
"Coenzyme Q10"
"Everolimus"
"Tamsulosin"
"Amoxapine"
"Letrozole"
"Racecadotril"
"Alpha Lipoic Acid"
"Desmopressin"
"Tacrolimus"
"Risedronate"
"Cefdinir"
"Acarbose"
"Bromhexine"
"Voglibose"
"Divalproex"
"Calcitriol"
"Afatinib dimaleate"
"Candesartan"
"Sultamicillin tosilate"
"Reserpine"
"Oxyphenonium"
"Ethinyl Estradiol"
"Ranolazine"
"Favipiravir"
"Clindamycin"
"Imatinib mesylate"
"Famotidine"
"Tadalafil"
"Furazolidone"
"Dexchlorpheniramine"
"Mesalazine"
"Finasteride"
"Paroxetine"
"Methylprednisolone"
"Betahistine"
"Biotin"
"Cefadroxil"
"Labetalol"
"Clarithromycin"
"Bicalutamide"
"Ephedrine"
"Roxithromycin"
"Cyclophosphamide"
"Ramipril"
"Lorcaserin"
"Olmesartan Medoxomil"
"Vitamin D3"
"Etoricoxib"
"Acetylcysteine"
"Cefalexin"
"Clopidogrel"
"Tramadol"
"Adefovir"
"Hydralazine"
"Edaravone"
"Lansoprazole"
"Diacerein"
"Diphenhydramine"
"Taurine"
"Cimetidine"
"Irbesartan"
"Flupirtine"
"Solifenacin"
"Terbinafine"
"Tapentadol"
"Metoclopramide"
"Carbamazepine"
"Dehydroepiandrosterone"
"Propranolol"
"Atazanavir"
"Citicoline"
"Piroxicam"
"Allopurinol"
"Trihexyphenidyl"
"Clidinium"
"Dutasteride"
"Quetiapine"
"Sparfloxacin"
"Nitrofurantoin"
"Dasatinib"
"Prulifloxacin"
"Theophylline"
"Diethylcarbamazine"
"Nizatidine"
"Bupropion"
"Amiloride"
"Esomeprazole"
"Indomethacin"
"Adenosine"
"Ibandronic Acid"
"Ciclesonide"
"Melphalan"
"Lornoxicam"
"Levo-carnitine"
"Doxofylline"
"Faropenem"
"Clomiphene"
"Dapoxetine"
"Axitinib"
"Ropinirole"
"Codeine"
"Nortriptyline"
"Metronidazole"
"Mycophenolate sodium"
"Zolpidem"
"Dosulepin"
"Silymarin"
"Captopril"
"Nebivolol"
"Benazepril"
"Etofylline"
"Piracetam"
"Sodium Hyaluronate"
"Entecavir"
"Meloxicam"
"Trypsin Chymotrypsin"
"Ritonavir"
"Mefenamic Acid"
"Quinapril"
"Fluoxetine"
"Mycophenolate mofetil"
"Olanzapine"
"Calcium"
"Clobazam"
"Baclofen"
"Valproic Acid"
"Nifedipine"
"Glibenclamide"
"Paliperidone"
"Ivabradine"
"Chlorthalidone"
"Ketoconazole"
"Calcium Gluconate"
"Calcium Citrate Malate"
"Diazepam"
"Rivaroxaban"
"Sodium Valproate"
"Tianeptine"
"Ethambutol"
"Olopatadine"
"Perindopril erbumine"
"Lactobacillus"
"Linezolid"
"Tetracycline"
"Ebastine"
"Lovastatin"
"Maraviroc"
"Febuxostat"
"Flunarizine"
"Isosorbide Mononitrate"
"Sunitinib"
"Lisinopril"
"Astemizole"
"Valacyclovir"
"Asenapine"
"Granisetron"
"Etodolac"
"Mirtazapine"
"Pioglitazone"
"Secnidazole"
"Sulfamethoxazole"
"Thalidomide"
"Rasagiline"
"Ferrous Bisglycinate"
"Minocycline"
"Orlistat"
"Ethamsylate"
"Cefetamet"
"Ketotifen"
"Arteether"
"Cinnarizine"
"Ziprasidone"
"Carisoprodol"
"Rofecoxib"
"Buphenine"
"Fluphenazine"
"Pyrantel Pamoate"
"Temozolomide"
"Pimozide"
"Duloxetine"
"Ceftriaxone"
"Triamcinolone Acetonide"
"Fluvoxamine"
"Dexrabeprazole"
"Levetiracetam"
"Rifaximin"
"Glipizide"
"Tretinoin"
"Sorafenib"
"Palonosetron"
"Cefaclor"
"Simethicone"
"Oxcarbazepine"
"Choline Theophyllinate"
"Nalidixic Acid"
"Sertraline"
"Rosiglitazone"
"Voriconazole"
"Cinitapride"
"Risperidone"
"Vitamin C"
"Pyrazinamide"
"Zonisamide"
"Gatifloxacin"
"Flavoxate"
"Chloramphenicol"
"Bambuterol"
"Enalapril"
"Calcium Dobesilate"
"Quinine"
"Simvastatin"
"Phenylephrine"
"Cisapride"
"Mebeverine"
"Oxaceprol"
"Moxifloxacin"
"Griseofulvin"
"Milnacipran"
"Gefitinib"
"Trifluoperazine"
"Lapatinib"
"Proanthocyanidin"
"Itopride"
"Ethylmorphine"
"Topiramate"
"Nitazoxanide"
"Methotrexate"
"Opipramol"
"Lithium carbonate"
"Folic Acid"
"Tolmetin"
"Valdecoxib"
"Phenytoin"
"Chloroquine"
"Procyclidine"
"Doxepin"
"Capecitabine"
"Trioxasalen"
"Levamisole"
"Exemestane"
"Actarit"
"Erlotinib"
"Zaleplon"
"Mebendazole"
"Mefloquine"
"Chlorpromazine"
"Tinidazole"
"Magaldrate"
"Policosanol"
"Moxonidine"
"Ticlopidine"
"Hyoscine butylbromide"
"Saroglitazar"
"Metoprolol Tartrate"
"Brivaracetam"
"Bisoprolol"
"Bethanechol"
"Benzonatate"
"Bempedoic acid"
"Budesonide"
"Baricitinib"
"Fluticasone Furoate"
"Buspirone"
"Bosentan"
"Trimethoprim"
"Colloidal bismuth subcitrate"
"Benidipine"
"Vortioxetine"
"Vitamin B12"
"Balofloxacin"
"Probenecid"
"Bepotastine"
"Bacterial Lysate"
"Bisacodyl"
"Calcium Leucovorin"
"Bromocriptine"
"Diazoxide"
"Beclometasone"
"Blonanserin"
"Prazosin"
"Hyoscyamine"
"Eicosapentaenoic Acid"
"Calcium citrate"
"Nitrazepam"
"Curcuma Longa"
"Primidone"
"Cerebroprotein Hydrolysate"
"Cetilistat"
"Rucaparib"
"Bosutinib"
"Niacinamide"
"Meclizine"
"Cyclobenzaprine"
"Ketorolac"
"Bezafibrate"
"Cloxacillin"
"Atropine"
"Lomustine"
"Mercaptopurine"
"Idebenone"
"Phenobarbitone"
"Balsalazide"
"Methoxsalen"
"Ibrutinib"
"Vinpocetine"
"Medroxyprogesterone acetate"
"Cyproterone"
"Danazol"
"Tolperisone"
"Levodopa"
"Busulfan"
"Thioridazine"
"Repaglinide"
"Sodium Picosulfate"
"Tamoxifen"
"Raloxifene"
"Gemifloxacin"
"Ulipristal acetate"
"Lenvatinib"
"Dapagliflozin"
"Dexibuprofen"
"Darifenacin"
"Hydroxyprogesterone"
"Pirfenidone"
"Pomalidomide"
"Nandrolone Decanoate"
"Levobunolol"
"Cabergoline"
"Rizatriptan"
"Carvedilol"
"Clotrimazole"
"Verapamil"
"Misoprostol"
"Phenolphthalein"
"Celecoxib"
"Xantinol Nicotinate"
"Pentosan polysulfate sodium"
"Cariprazine"
"Desogestrel"
"Colchicine"
"Magnesium Bisglycinate"
"Cilostazol"
"Tolfenamic Acid"
"Flutamide"
"Noscapine"
"Otilonium Bromide"
"L-Methyl Folate Calcium"
"Oxybutynin"
"Dienogest"
"Prucalopride"
"Clemastine"
"Clofazimine"
"Miconazole"
"Phenylpropanolamine"
"Isavuconazole"
"Fenticonazole"
"Megestrol"
"Citalopram"
"Cycloserine"
"Clinidipine"
"Cabozantinib"
"Cefotaxime"
"Dolutegravir"
"Nicergoline"
"Posaconazole"
"Coral calcium"
"Valsartan"
"Flucytosine"
"Cyclandelate"
"Molnupiravir"
"Conjugated Estrogens"
"Cholestyramine"
"Cefditoren"
"Zinc Carnosine"
"Pentoxifylline"
"Valganciclovir"
"Colostrum"
"Spiramycin"
"Caroverine"
"Cinacalcet"
"Alpha-galactosidase"
"Centchroman"
"Triamcinolone"
"Enclomiphene"
"Chlorambucil"
"Eicosapentaenoic acid"
"Digoxin"
"Vandetanib"
"Dydrogesterone"
"Nintedanib"
"Beta-Cyclodextrin"
"Indapamide"
"Tolterodine"
"Univestin"
"Celiprolol"
"Pyrimethamine"
"Colistin Sulphate"
"Obeticholic acid"
"Cefuroxime axetil"
"Doxifluridine"
"Ganciclovir"
"Camostat"
"Dipyridamole"
"Sulfasalazine"
"Cefoperazone"
"Ergoloid Mesylates"
"Chlorpropamide"
"Warfarin"
"Hydroxyurea"
"Proguanil"
"Modafinil"
"Gemfibrozil"
"Nitrendipine"
"Altretamine"
"Sofosbuvir"
"Dextromethorphan Hydrobromide"
"Pefloxacin"
"Tizanidine"
"Lenalidomide"
"Clebopride"
"Crizotinib"
"Lamotrigine"
"Nattokinase"
"Ledipasvir"
"Iloperidone"
"Glycine"
"Acalabrutinib"
"Desvenlafaxine"
"Dexlansoprazole"
"Dapsone"
"Pyridostigmine"
"Eplerenone"
"Drospirenone"
"Dimethicone"
"Dalfampridine"
"Benzthiazide"
"Tenofovir Alafenamide"
"Dimenhydrinate"
"Sucroferric oxyhydroxide"
"Dimethyl fumarate"
"Sodium Fluoride"
"Minoxidil"
"Doxazosin"
"Darunavir"
"Morphine"
"Metolazone"
"Methdilazine"
"Oxetacaine"
"Teriflunomide"
"Lemborexant"
"Daclatasvir"
"Hydrotalcite"
"Etidronate"
"Terazosin"
"Didanosine"
"Dronedarone"
"Mianserin"
"Pitavastatin"
"Rimonabant"
"Phenindione"
"Miglitol"
"Venlafaxine"
"Lactobacillus Sporogenes"
"Phenyramidol"
"Pentazocine"
"Dexketoprofen"
"Disodium edetate"
"Dacomitinib"
"Quiniodochlor"
"Saccharomyces boulardii"
"Thyroxine"
"Ezetimibe"
"Pinaverium bromide"
"Efonidipine"
"Mizolastine"
"Levonadifloxacin"
"Nicotinamide"
"Lactobacillus Salivarius"
"Eslicarbazepine"
"Valethamate"
"Linagliptin"
"Pyritinol"
"Estriol"
"Ethionamide"
"Levonorgestrel"
"Etoposide"
"Efavirenz"
"Ergotamine"
"Vardenafil"
"Methylergometrine"
"Mesterolone"
"Evening Primrose Oil"
"Rivastigmine"
"Eletriptan"
"Eszopiclone"
"Lacosamide"
"Erdosteine"
"Inositol nicotinate"
"Primaquine"
"Roflumilast"
"Eprosartan"
"Estramustine"
"Selegiline"
"Sirolimus"
"Ritodrine"
"Amodiaquine"
"Tolvaptan"
"Tofacitinib"
"Emtricitabine"
"Pipecuronium Bromide"
"Loxapine"
"Iron"
"Fludrocortisone"
"Dimethindene"
"Metaxalone"
"Flecainide"
"Docosahexanoic acid"
"Famciclovir"
"L-Carnitine L-Tartrate"
"Lanthanum Carbonate"
"Fingolimod"
"Norgestrel"
"Sodium Feredetate"
"Oxyphenbutazone"
"Flurbiprofen"
"Sumatriptan"
"Fluvastatin"
"Fimasartan"
"Penfluridol"
"Phenoxybenzamine"
"Glucosamine Sulfate Potassium Chloride"
"Flurazepam"
"Melitracen"
"Hydrocortisone"
"Fluticasone Propionate"
"Ferric Citrate"
"Calcium Acetate"
"Felodipine"
"Trospium"
"Lomefloxacin"
"Polycarbophil"
"Fosinopril"
"Piperaquine"
"Lactitol"
"Fludarabine"
"Lafutidine"
"ORAL CORTICOSTEROIDS"
"Glutathione"
"Galantamine"
"Potassium Magnesium Citrate"
"Streptomycin"
"Rosehip"
"L-Glutamine"
"Nateglinide"
"Isopropamide"
"Stanozolol"
"Zileuton"
"Beta Carotene"
"Sucralfate"
"Trazodone"
"Ribavirin"
"Menthol"
"Fosfestrol"
"Procarbazine"
"Hyaluronic Acid"
"Codergocrine Mesylate"
"Topotecan"
"Praziquantel"
"Tenofovir disoproxil fumarate"
"Urea"
"Halobetasol"
"Ramosetron"
"Canagliflozin"
"Iguratimod"
"Indacaterol"
"Lymecycline"
"Di-iodohydroxyquinoline"
"Pidotimod"
"Ipratropium"
"Lecithin"
"Raltegravir"
"Miltefosine"
"Cimetropium Bromide"
"Ketoprofen"
"Oxyfedrin"
"Tegaserod"
"Ispaghula"
"Gonadotrophins  Including Other Ovulation Stimulants"
"Indinavir"
"Ruxolitinib"
"Trientine Hydrochloride"
"Mexiletine"
"Cefprozil"
"Mosapride"
"Finerenone"
"Ribociclib"
"Deferiprone"
"Saxagliptin"
"Penicillin V"
"Dicloxacillin"
"Phytomenadione"
"Diphenoxylate"
"Lincomycin"
"Benzoxonium Chloride"
"Buclizine"
"Lubiprostone"
"Tibolone"
"Lercanidipine"
"Olaparib"
"Levomilnacipran"
"Docusate"
"Demeclocycline"
"Tegafur"
"Lycopene"
"Lynestrenol"
"Levodropropizine"
"Thioguanine"
"Zopiclone"
"Lacidipine"
"Vitamin B3"
"Vilazodone"
"Lorlatinib"
"Trimethoprim Combinations"
"Lobeglitazone Sulfate"
"S-Metoprolol Succinate"
"Methimazole"
"Macitentan"
"Gamma Linolenic acid"
"Rebamipide"
"Embramine"
"Sodium aminosalicylate"
"Phenylalanine"
"Magnesium Valproate"
"Magnesium"
"Pramipexole"
"Mepacrine"
"Psoralen"
"Midazolam"
"Trametinib"
"Methocarbamol"
"Carbocisteine"
"Methylpolysiloxane"
"Moclobemide"
"Sertaconazole"
"Rifabutin"
"Oxaprozin"
"Saquinavir"
"Prothionamide"
"Gynaecological Products"
"Minodronic acid"
"Rupatadine"
"Nimodipine"
"Nefopam"
"Nicotinic acid"
"Tofisopam"
"Naftopidil"
"Varenicline"
"Astaxanthin"
"Ferrous Fumarate"
"Disopyramide"
"Nevirapine"
"Niclosamide"
"Diastase"
"Fosfomycin"
"Neomycin"
"Nimorazole"
"Quinidine"
"Regorafenib"
"Naratriptan"
"Nabumetone"
"Acrivastine"
"Nelfinavir"
"Reboxetine"
"Chlormezanone"
"Alpha-amylase"
"Desidustat"
"Oxytetracycline"
"Troxerutin"
"Uniflexin"
"Ozagrel"
"Penicillin G"
"Phenazopyridine"
"Propyl Thiouracil"
"Chromium Picolinate"
"Tadalafil IP"
"Pilocarpine"
"Potassium Citrate"
"S-Etodolac"
"Nirmatrelvir"
"Propafenone"
"Pazopanib"
"Alpelisib"
"Pravastatin"
"Fenfluramine"
"Aminophylline"
"Bacampicillin"
"Palbociclib"
"Dextropropoxyphene"
"Prenoxdiazine"
"Semaglutide"
"Eltrombopag"
"Remogliflozin Etabonate"
"Riluzole"
"Abemaciclib"
"Riociguat"
"Aflapin"
"Ramelteon"
"charcoal"
"Tolbutamide"
"Aliskiren"
"Roxatidine"
"Revaprazan"
"Pizotifen"
"Resveratrol"
"Zinc"
"Nalbuphine"
"Capmatinib"
"Euphorbia Prostrata Extract"
"Satranidazole"
"Arterolane"
"Sotalol"
"Co-trimoxazole"
"Flucloxacillin Sodium"
"Adrenochrome Monosemicarbazone"
"Sulfadiazine"
"Safinamide"
"Selexipag"
"Fenoverine"
"Choline Salicylate"
"Ceritinib"
"Sulpiride"
"Xylitol"
"Trimipramine"
"Amineptine"
"Telbivudine"
"Stavudine"
"Zotepine"
"Sulfamethopyrazine"
"Sofalcone"
"Topiroxostat"
"Ginkgo biloba extract"
"Osimertinib"
"Neostigmine"
"Thiamine"
"Tranylcypromine"
"Piribedil"
"Troxipide"
"Nilotinib"
"Tiapride"
"Terizidone"
"Tenoxicam"
"Terfenadine"
"Dextrothyroxine"
"Boswellia Serrata"
"Tiropramide"
"Trimebutine"
"Imidapril"
"Triamterene"
"Laropiprant"
"Tiagabine"
"Gimeracil"
"Tipiracil"
"Homotaurine"
"Udenafil"
"Vancomycin"
"Live Freeze Dried Lactic Acid Bacteria and Bifidobacteria"
"Evogliptin"
"Vericiguat"
"Pindolol"
"Omega-3 fatty acid"
"Zidovudine"
"Tafamidis"
"Kalmegh Dry Extract"
"Xipamide"
"Zinc Sulfate"
"Endoxifen"
"Garenoxacin"
"Gemigliptin"
"Zinc acetate"
"Zafirlukast"
"Azacitidine"
"Zolmitriptan"
"Zaltoprofen"
"Chromium"
"Idarubicin"
"Amtolmetin Guacil"
