medicine_name
"Amoxycillin"
"Azithromycin"
"Fexofenadine"
"Pheniramine"
"Montelukast"
"Hydroxyzine"
"Ranitidine"
"Clonidine"
"Promethazine"
"Albendazole"
"Alprazolam"
"Aceclofenac"
"Lorazepam"
"Domperidone"
"Spironolactone"
"Amlodipine"
"Ticagrelor"
"Alfuzosin"
"Camylofin"
"Acebrophylline"
"Erythromycin"
"Atorvastatin"
"Sacubitril"
"Amitriptyline"
"Nimesulide"
"Vitamin A"
"Azathioprine"
"Glimepiride"
"Acenocoumarol"
"Nitroglycerin"
"Isoniazid"
"Acyclovir"
"Acotiamide"
"Ampicillin"
"Cetirizine"
"Furosemide"
"Memantine"
"Empagliflozin"
"Avanafil"
"Paracetamol"
"Hydrochlorothiazide"
"Ambroxol"
"Diosmin"
"Fluconazole"
"Amantadine"
"Thiocolchicoside"
"Salbutamol"
"Paracetamol/Acetaminophen"
"Orciprenaline"
"Buprenorphine"
"Oseltamivir Phosphate"
"Sildenafil"
"Atenolol"
"Apremilast"
"Telmisartan"
"Loperamide"
"S-Amlodipine"
"Guaifenesin"
"Sitagliptin"
"Methylcobalamin"
"Ofloxacin"
"Aripiprazole"
"Melatonin"
"Levocetirizine"
"Cilnidipine"
"Apixaban"
"Bilastine"
"Acamprosate"
"Caffeine"
"Choline fenofibrate"
"Ursodeoxycholic Acid"
"Glycopyrrolate"
"Methylphenidate"
"Ivermectin"
"Alendronic Acid"
"Anastrozole"
"Donepezil"
"Prochlorperazine"
"Ciprofloxacin"
"Drotaverine"
"Alfacalcidol"
"Testosterone"
"Rifampicin"
"Aluminium Hydroxide"
"Dihydralazine"
"Levosalbutamol"
"Calcium Carbonate"
"Acitretin"
"Isotretinoin"
"Aspirin"
"Sodium Chloride"
"Metadoxine"
"Aprepitant"
"Ornidazole"
"Alpha Ketoanalogue"
"Diloxanide"
"Mifepristone"
"Metformin"
"Losartan"
"Azilsartan medoxomil"
"Cefuroxime"
"Etizolam"
"Pregabalin"
"Flupenthixol"
"Epalrestat"
"Chlorpheniramine Maleate"
"Itraconazole"
"Levofloxacin"
"Rosuvastatin"
"Imipramine"
"Carbimazole"
"Sodium Bicarbonate"
"Clonazepam"
"Dicyclomine"
"Torasemide"
"Cefixime"
"Alogliptin"
"Tranexamic Acid"
"Ciclosporin"
"L-Ornithine L-Aspartate"
"Pseudoephedrine"
"Ambrisentan"
"Diltiazem"
"Azelnidipine"
"Disulfiram"
"Teneligliptin"
"Gabapentin"
"Vitamin E"
"Agomelatine"
"Hydroxyquinolines"
"Ondansetron"
"Pancreatin"
"Formoterol"
"Armodafinil"
"Benfotiamine"
"Perampanel"
"Methyldopa"
"Silodosin"
"Potassium Chloride"
"Sevelamer"
"Amisulpride"
"Loratadine"
"Allylestrenol"
"Isosorbide Dinitrate"
"Midodrine"
"Abiraterone Acetate"
"Ademetionine"
"Trypsin"
"Fenofibrate"
"Alpha glycerylphosphorylcholine"
"Metamizole"
"Tetrabenazine"
"Atomoxetine"
"Gliclazide"
"Diclofenac"
"Doxylamine"
"Bromelain"
"Dabigatran Etexilate"
