brand
"Bacozid 1000mg Injection"
"Beecefta 1000mg Injection"
"Broxy 250mg Injection"
"Bruiser 250mg Injection"
"Beedec 25mg Injection"
"Beecef S 250mg/125mg Injection"
"Bigceft S 1000mg/500mg Injection"
"Bestax 125mg Injection"
"Becefcare 1gm Injection"
"Bledec 50mg Injection"
"Biotrix 250 Injection"
"Blucin 100mg Injection"
"Biocantex 1000mg/500mg Injection"
"Bupidural 5mg Injection"
"Baciz 4gm/0.5gm Injection"
"Beetaz-P 4gm/0.5gm Injection"
"Bactrum S 250mg/125mg Injection"
"Beltob 80mg Injection"
"Bacef S 1000mg/500mg Injection"
"Brikain 100mg Injection"
"Bitmox 1000mg/200mg Injection"
"Bonbid 60000IU Injection"
"Bglone 50mg Injection"
"Belka 100mg Injection"
"Bakacin 250mg Injection"
"Binate 25mg Injection"
"Befotrik S 250mg/125mg Injection"
"Bhadec 25mg Injection"
"Biotrix S 250mg/125mg Injection"
"Beecefo S 1000mg/500mg Injection"
"Biocantex 1000mg Injection"
"Branam S 250mg/125mg Injection"
"Bonapam 30mg Injection"
"Bekacin 250mg Injection"
"Blexone 500mg Injection"
"Btcilin TZ 4000mg/500mg Injection"
"Betazom 1000mg Injection"
"Bill Cef 1000mg Injection"
"Basicef S 1000mg/500mg Injection"
"Beenandro 50mg Injection"
"Bactopace S 250mg/125mg Injection"
"Bluxone S 250mg/125mg Injection"
"Biotrax S 250mg/125mg Injection"
"Bigrox 1500mg Injection"
"Bacper 500mg/500mg Injection"
"Baz 250mg Injection"
"Branam 500mg Injection"
"Brenam 1000mg Injection"
"Bactoking 250mg/125mg Injection"
"Bactoking 500mg/250mg Injection"
"Babygest Depot 250mg Injection"
"Boonxon S 250mg/125mg Injection"
"Btdec 50mg Injection"
"Baxpoly Injection"
"Bonecef 1000mg Injection"
"Blexone 250mg Injection"
"Biaxone S 1000mg/500mg Injection"
"Brikacin 500mg Injection"
"Bojum Injection"
"Brogest 100mg Injection"
"Brikacin 250mg Injection"
"Beeart AB 150mg Injection"
"Becefcare 250mg Injection"
"Bbcef T 1000mg/125mg Injection"
"Burncef S 500mg/500mg Injection"
"Bruiser S 500mg/250mg Injection"
"Bonodec 25mg Injection"
"Boonxon S 500mg/250mg Injection"
"Bioxon 125mg Injection"
"Blexone S 250mg/125mg Injection"
"Bioxecam 500mg Injection"
"Benpot 40 Injection"
"Blispan 40mg Injection"
"Brahm 80mg Injection"
"Bruiser 1000mg Injection"
"Bioamika 100mg Injection"
"Bronzacef SB 1000mg/500mg Injection"
"Bactosar Forte 250mg/125mg Injection"
"Bill Cef 500mg Injection"
"Basicef S 250mg/125mg Injection"
"Blucin 250mg Injection"
"Belther 75mg Injection"
"Brogest 200mg Injection"
"α-Bert 150 Injection"
"Bibcob 1500mcg Injection"
"Baz TZ 1000mg/125mg Injection"
"Brikacin 100mg Injection"
"Betataz 1000mg/125mg Injection"
"Bactopace S 1000mg/500mg Injection"
"Bactamik 250 Injection"
"Biklin 500mg Injection"
"Biotrany 100mg Injection"
"Bixon-SB 1000mg/500mg Injection"
"Bit-Clox 250mg/250mg Injection"
"Bactsef 500mg/500mg Injection"
"Bitpan 40mg Injection"
"Balmeco 2500mcg Injection"
"Brovec 10mg Injection"
"Boonxon 1000mg Injection"
"Bcort 100mg Injection"
"Bludan 2mg Injection"
"Bglone 25 Injection"
"Briscef 500mg Injection"
"Bestriaxon 1gm Injection"
"Bolidec 25 Injection"
"Beyclox 250mg/250mg Injection"
"Beenandro 25mg Injection"
"Belzid T 250mg/31.25mg Injection"
"Betalfa 150mg Injection"
"Bectopar 500mg/500mg Injection"
"Brisco AQ 75mg Injection"
"Baz 1000mg Injection"
"Clexane 40mg Injection (0.4ml Each)"
"Cresp 40 Injection"
"Colistin Injection"
"Calcium Sandoz Injection"
"Clexane 60mg Injection (0.6ml Each)"
"Cordarone Injection 3ml"
"Cort S 100mg Injection"
"Carnisure Injection"
"Cerebrolysin Injection"
"CB12 Injection"
"Cor 9 500mg/2ml Injection"
"CB Max Injection"
"Calmpose 10mg Injection"
"Capnea Injection"
"Cognistar 60 Injection"
"Cyclopam 10mg Injection"
"Contramal 100 Injection"
"Ceriton Epo 10000IU Injection"
"Chirorab Vaccine"
"Clavam 1000mg/200mg Injection"
"Cernos Depot Injection"
"Cervarix Vaccine"
"Caritec Solution for Injection"
"Calvit 12 Injection"
"Cefbact 1000mg Injection"
"CPM Injection"
"Ciplox 2mg Injection"
"Cefaxone 1gm Injection"
"Ceftaz 1gm Injection"
"Carboplatin 450mg Injection"
"Clopixol Depot Injection"
"Cetil 1.5gm Injection"
"C One SB 1000 mg/500 mg Injection"
"Caboprost 250mcg Injection"
"Cloneon Injection"
"Cetrotide 0.25mg Injection"
"Combitaz Injection"
"Caprin 25000IU Injection"
"Clarimin 500mg Injection"
"Cefuroxime Sodium 750mg Injection"
"Clot 5mg Injection"
"Cor 9 250mg Injection"
"Cutenox 40mg Injection"
"C One 1000mg Injection"
"Citistar 250mg Injection"
"Cetrolix 0.25mg Injection"
"Clindatec 600mg Injection"
"Covishield Vaccine"
"Cerehenz 60mg Injection"
"Cefbact S 1000 mg/500 mg Injection"
"CARNITOR 1 GM INJECTION"
"Cresp 25 Injection"
"Ceftum 1000mg Injection"
"Cancidas 50mg Injection"
"CEFGLOBE S FORTE  INJECTION 1000 MG/500 MG"
"Cynocal-16 Injection"
"Colistin 4.5Million IU Injection"
"Crifos 4gm Injection"
"Cognolin  Injection"
"Cynocal-16 RF Injection"
"Cipremi Injection"
"Cefbact T 1000mg/125mg Injection"
"Cathflush 10IU Injection"
"Cefeprime 1gm Injection"
"Ceftron 500mg Injection"
"Colstim Injection"
"Contramal 50 Injection"
"C Tri 1000mg Injection"
"Clexane 20mg Injection"
"Coriosurge HP 5000IU Injection"
"Clavam 150mg Injection"
"Cycloxan 500mg Injection"
"Cpressin P 20IU Injection"
"Cresp 100 Injection"
"Corion-C 5000 Injection"
"Cinomac 100mcg Injection"
"Cerevate 60mg Injection"
"Celecel Injection"
"Cefvac- B Adult Vaccine"
"Comcort 40mg Injection"
"CARDIOTONE 100MG INJECTION 20ML"
"CYNOCAL INJECTION"
"Cosklot 250mg Injection"
"Cerebrocip 60mg Injection"
"Complamina 300mg Injection"
"Clavam 500mg/100mg Injection"
"Clid 300mg Injection"
"Colistin 2Million IU Injection"
"Combikit 12 Injection"
"Caspogin 50mg Injection"
"Cefrine Plus 1000 mg/500 mg Injection"
"Caspogin 70mg Injection"
"Coly Monas Injection"
"Cresp 60mcg Injection"
"Cefoxitin 1000mg Injection"
"Cefor 1gm Injection"
"Carnosin Injection"
"Chlorpromazine Hcl Injection"
"Cefoprox XP 500 mg/62.5 mg Injection"
"Cefzone-S 1.5gm Injection"
"Corvit ME Injection"
"Casfung 50mg Injection"
"Cytosar 100mg Injection"
"Colihenz 2 Injection"
"Ciscure 0.25mg Injection"
"Cynocal-M Forte 2500mcg Injection"
"Curosurf 80mg Injection"
"Coehcg 5000IU Powder for Injection"
"Cresp Onco 200mcg Injection"
"Cefglobe S Injection"
"Chlorpheniramine 4mg Injection"
"C Zone 1gm Injection"
"Clot-XL 500mg Injection"
"Cyramza 500mg Injection"
"Clexane 80mg Injection"
"Caprin 5000IU Injection"
"Clamin 600mg Injection"
"Cefbact 500mg Injection"
"C Hop AQ 50mg Injection"
"C Tax 1gm Injection"
"Canmab 440mg Injection"
"Celplat 50mg Injection"
"Cobafast Injection"
"Calcirol 600000IU Injection"
"Cefokem XP 2000 mg/1000 mg Injection"
"Combitaz 250mg/31.25mg Injection"
"Combe Five Suspension for Injection"
"Cadigard 4000 mg/500 mg Injection"
"Cytoblastin 10mg Injection"
"Cedonex 1.5gm Injection"
"Clip Injection"
"Carfilnat Injection"
"Cefoprax-SB 1.5gm  Injection"
"Cresp 500 Injection"
"Cafneon 40mg Injection"
"Coriosurge XP 5000IU Injection"
"Cefactam Injection"
"Cormin 500mcg Injection"
"Cegava 1000 mg/500 mg Injection"
"Carboplatin 150mg Injection"
"Cefoprox XP 250mg/31.25mg Injection"
"Cytocristin 1mg Injection"
"Cubicin 350mg Injection"
"Clavam 250mg/50mg Injection"
"Cipleumab 40mg Injection"
"Combither AT 60mg Injection"
"Cafirate Injection"
"Colistin 3Million IU Injection"
"Cefkem Injection"
"Cefzone 1gm Injection"
"Coriosurge XP 10000IU Injection"
"Cetil 750mg Injection"
"C Tri 250mg Injection"
"Colistin 1Million IU Injection"
"C ZID  INJECTION 1 GM"
"Cilanem 500 mg/500 mg Injection"
"Cisatra Injection"
"Cobamed Injection"
"Cognistar 30 Injection"
"Cytocarb 450mg Injection"
"C Hop 100mg Injection"
"Cefantral 1000mg Injection"
"Cytocarb 150mg Injection"
"Carpine 0.5% Injection"
"Cefobang 1.5gm Injection"
"Clindum 600mg Injection"
"Cymevene 500mg Injection"
"Cefaxone 0.5gm Injection"
"CS II Forte Injection"
"Calmpose 5mg Injection"
"Cidal 4000 mg/500 mg Injection"
"Cogniza 60mg Injection"
"Cutenox 60mg Injection"
"Ceflen 1.5 g Injection"
"Cancidas 70mg Injection"
"Cefone-SB 1.5gm Injection"
"Cefo-SB Injection"
"Cefakind XP 1000mg/125mg Injection"
"Calcium Folinate Injection"
"Contrapaque 300mg Injection"
"C One TZ 1000mg/125mg Injection"
"Carnosine 6mg Injection"
"Ceftrax 1000mg Injection"
"Cefotaxim 1000mg Injection"
"Celrim 1gm Injection"
"Cetnosurge 0.25mg Injection"
"Cefotroy-SB Forte 1.5gm Injection"
"Combither AT 120mg Injection"
"Cereklas 60mg Injection"
"Celrim TZ 1000 mg/125 mg Injection"
"Cistero 50mg Injection"
"C Bactum Forte 1000mg/500mg Injection"
"Cromobact Injection"
"Covaxin Vaccine"
"Calcito S 100IU Injection"
"Cefotum Plus 1000mg/500mg Injection"
"CILAXTER 500 MG/500 MG INJECTION"
"Cadiflu-S Vaccine"
"Caprogen Depot 500mg Injection"
"Comvac 4 HB Injection"
"Cepofic 1.5gm Injection"
"Ceham 250mg Injection"
"Ceriton Epo 2000IU Injection"
"Clatiplus 3000mg/100mg Injection"
"Coly Monas 2 Injection"
"Cytax 100mg Injection"
"Carbapen M 1000mg Injection"
"Celhep 5000IU Injection"
"Covatil 1500mg Injection"
"Corpogest-Depot 500 Injection"
"Ceftrica 1.5gm Injection"
"C Furo 1.5gm Injection"
"Corion 10000IU Injection"
"Clincin 600mg Injection"
"Cefoparazone Injection"
"Cobalan Plus 1500mcg Injection"
"Ceftrax SB 1000 mg/500 mg Injection"
"Cytarabine 1000mg Injection"
"Casfung 70mg Injection"
"Ciso DS 1000 mg/500 mg Injection"
"Cerebrogen 60mg Injection"
"Cognifast 60mg Injection"
"Ceham 500mg Injection"
"Cefokem XP 500 mg/500 mg Injection"
"Cobafast 2500mcg Injection"
"Cizcan 50mg Injection"
"Choriotec 5000IU Injection"
"Camyda 300mg Injection"
"CERNOS 100 MG INJECTION"
"Celofos 1gm Injection"
"Cezosal 1000 mg/500 mg Injection"
"Clarineon 500mg Injection"
"Cisblok 10mg Injection"
"Coly Monas 4.5 Injection"
"Cad B12 Forte Injection"
"Cilaxin 500 mg/500 mg Injection"
"Cognitam Injection"
"Cefta 1gm Injection"
"Celtranz 500mg Injection"
"Cefbactum  E.S 1.5gm Injection"
"Cefoxitin 1000mg/500mg Injection"
"CARBOTERO 450 MG INJECTION"
"Clopixol-Acuphase Injection"
"Clotawin Injection"
"Cefzidime TZ 1.125gm Injection"
"Cort 40mg Injection"
"Clexane 20mg Injection (0.2ml Each)"
"Cynocal-M Injection"
"Ceftazidine 1000mg Injection"
"Cefizox 1gm Injection"
"Clotawin-T Injection"
"Celopred 500mg Injection"
"Cefera S 1000mg/500mg Injection"
"Ciractam 1.5gm Injection"
"Coly Monas 3 Injection"
"Cladrim 10mg Injection"
"Cefoprim 1.5gm Injection"
"Ceft 500mg Injection"
"Coberzen Forte Injection"
"CT 1125 Injection"
"Cegava TZ 1000 mg/125 mg Injection"
"Clamin 300mg Injection"
"Caboprost 125mcg Injection"
"Cefofen 1.5 Injection"
"Cytax 260mg Injection"
"Corparin 60 Injection"
"Cbc Pam 500mg Injection"
"Cilamin 500mg/500mg Injection"
"Cognitrac 60mg Injection"
"Clindrex 600 Injection"
"C-Zone 1.5gm Injection"
"Ceprozone S 500mg/500mg Injection"
"Cobanerve Plus Injection"
"Colinem 1Million IU Injection"
"Cefaks 500mg Injection"
"Cpink  XT   20mg Injection"
"Cefton S 1.5gm Injection"
"CIPLACEF 1 GM INJECTION"
"Cytogem 1000mg Injection"
"Ciprobid 10mg Injection"
"Ceflen 3gm Injection"
"Celodate 20 Injection"
"Ceftam 1000mg Injection"
"Cefuxime 1.5gm Injection"
"Ceftril 250mg Injection"
"Capritaz 4000 mg/500 mg Injection"
"Ceftrax TZ Injection"
"Cobatus Injection"
"Calcium Leucovorin 50mg Injection"
"Celostatin Lar 20mg Injection"
"CS 1 Injection"
"Citimac 4mg Injection"
"Cefpraz S 500 mg/500 mg Injection"
"Cobaforte Injection"
"Cefazone S 1gm/500mg Injection"
"Cobalmax Injection"
"Cognipro 60mg Injection"
"Citafine 1gm Injection"
"Cyphos 500mg Injection"
"Clincin 150mg Injection"
"Coguperin 60mg Injection"
"Cefobang 1gm Injection"
"Cefticool 1000mg Injection"
"Cebactum 1000 mg/500 mg Injection"
"Cefrine Plus 250 mg/125 mg Injection"
"Clindatec 300mg Injection"
"Clarger 500mg Injection"
"Cidal 1000mg/125mg Injection"
"C Tri 500mg Injection"
"CARBOTERO 150 MG INJECTION"
"Cad B12 Plus Injection"
"Cadolac 30mg Injection"
"Cytax 300 Injection"
"CP Van 500mg Injection"
"Cerom 1500mg Injection"
"Cefazid 250mg Injection"
"Cefactam Forte 1000mg/500mg Injection"
"Carzomib 60mg Injection"
"Cefera 1000mg Injection"
"Chemitol Injection"
"CTX 1000mg Injection"
"Consegna 30/70 Injection"
"Cefudif S Injection"
"CPM 4mg Injection"
"Cycloxan 1000mg Injection"
"Carbopa 450mg Injection"
"CERITON EPO 4000IU INJECTION"
"Ceaa-IV Injection"
"Ceftirol 1000mg Injection"
"Curam 1.2gm Powder for Injection"
"Celvestrant PFS Injection"
"Covatil 750mg Injection"
"Canidula Injection"
"Cisartacil 10mg Injection"
"Carbokem Nova 450mg Injection"
"Coguperin 40mg Injection"
"Clampose Injection"
"Caropram 20mg Injection"
"Celplat 10mg Injection"
"Claventia 1000 mg/500 mg Injection"
"Cefazid 1000mg Injection"
"Cebanex Forte 1000 mg/500 mg Injection"
"Cytogem 200mg Injection"
"Citilin 250mg Injection"
"Curosurf 120mg Injection"
"Cyramza 100mg Injection"
"Cefentral 1gm Injection"
"Cpressin 40IU Injection"
"Cedonex 1000 mg/500 mg Injection"
"Cefpar SB 500 mg/500 mg Injection"
"Cefaxone 0.25g Injection"
"Ceftin 500mg Injection"
"Cefrox 1.5gm Injection"
"Cefwide 1000mg Injection"
"Cetrocare 0.25mg Injection"
"Cot 100mg Injection"
"Carboplan 150mg Injection"
"Cismax 50mg Injection"
"C Neuro 250mg Injection"
"Cefantral 500mg Injection"
"C Forte 1000 mg/500 mg Injection"
"Cefkem 1000mg/500mg Injection"
"Cytalon 100mg Injection"
"Citimac 2mg Injection"
"C TRI XP  INJECTION 1000mg/125mg"
"Calcium Leucovorin 15mg Injection"
"Cobsa Forte Injection"
"Clindol 600mg Injection"
"Ceprazo S 500mg/500mg Injection"
"Costrum Injection"
"Cedocef Forte 1000mg/500mg Injection"
"Ceftiforce Tazo Injection"
"Cefobactam 1000mg/500mg Injection"
"Cycloxan 200mg Injection"
"Cefopol 1000mg/500mg Powder for Injection"
"Coehmg 75IU Powder for Injection"
"Cobarise Plus Injection"
"Cenem 1gm Injection"
"Comvac 5 Vaccine"
"Cytosar 1000mg Injection"
"Citinova 250mg Injection"
"Ceftrisone-S 1.5gm Injection"
"Cefoprox XP 1000mg/125mg Injection"
"Cyclocel 500mg Injection"
"Carnicept Injection"
"Cistero 10 Injection"
"Ceptidar S 1.5G Injection"
"Ceftax 500mg Injection"
"Coliza 10mg Injection"
"Coligetz 1 MIU Injection"
"Cerazone S 1000mg/500mg Injection"
"Cardidop Injection"
"Cetil 250mg Injection"
"Cef-T 1gm Injection"
"Celoside 100 Injection"
"Cytomab 500mg Injection"
"Choragon 5000IU Injection"
"Cefotax 1000mg Injection"
"Camyda 600mg Injection"
"Chlorpromazine 25mg/ml Injection"
"Cerebion 60mg Injection"
"Celdaz 500 Injection"
"Celdaz 200mg Injection"
"Cefoxim 1.5gm Injection"
"Clopixol 100mg Injection"
"Cefazid 500mg Injection"
"Cepime 250mg Injection"
"C PIME  INJECTION 1000 MG"
"Clindatime 600mg Injection"
"Cefamed 1gm Injection"
"Cloxam 500mg/500mg Injection"
"Cefobang 375mg Injection"
"Cefrin 500mg Injection"
"Ceflor 1gm Injection"
"Caboo 450mg Injection"
"C Furo 750mg Injection"
"Carevon 1.5mg Injection"
"Cilareach 500mg/500mg Injection"
"Camyfyl 25mg Injection"
"Criticef 750mg Injection"
"Colist 1Million IU Injection"
"Cezone TZ 1.125gm Injection"
"Cutenox 20mg Injection"
"Cefbactam 1000 mg/125 mg Injection"
"Citical D3 Injection"
"Colicraft 1Million IU Injection"
"Clamp 300mg Injection"
"Cytarine 500mg Injection"
"Crimat 25mg/ml Injection"
"Coehcg 10000IU Powder for Injection"
"C-Roxim 1500mg Injection"
"Ceformed S Injection"
"Cefxo 1000mg Injection"
"Crixan 500mg Injection"
"Cytarine 1000mg Injection"
"Cbtaz 1.125gm Injection"
"Celginase 10000IU Injection"
"C Tax 500mg Injection"
"Cimcobal-Plus Injection"
"Cecef 1000mg Injection"
"Carnixol 1gm Injection"
"Celostatin 10mg Injection"
"Celplanin 200mg Injection"
"Colicure 40mg Injection"
"Criticef 1500mg Powder for Injection"
"Cobitus Plus Injection"
"Cadiplex Injection"
"Colcit 2 Injection"
"Cudox Injection"
"Cepime 500mg Injection"
"Ceretop 60 Injection"
"Campicillin 500mg Injection"
"Cytocristin 2mg Injection"
"CEFROM 1 GM INJECTION"
"Cinolon 40mg Injection"
"Ceretor Injection"
"Colinol 10 mg/40 mg Injection"
"Cresp Onco 100mcg Injection"
"Cadiceft 1000mg Injection"
"Coelone 40mg Injection"
"Canmab 150mg Injection"
"Cebalol 20mg Injection"
"Caprogen Depot 250mg Injection"
"Coehmg 150IU Powder for Injection"
"Calmese 2mg Injection"
"Cam 20mg Injection"
"Cdcef-S 1.5gm Injection"
"Cumee 2500mcg/ml Injection"
"Celopred 40 Injection"
"Cefzone SB 1000mg/500mg Injection"
"Cefpraz S 1gm/500mg Injection"
"Clindum 300mg Injection"
"C TRI  INJECTION 2000 MG"
"Cytotect 10% Injection"
"Caprostat Injection"
"Cefron Forte 1000mg/500mg Injection"
"Cefones-TZ 1.125gm Powder for Injection"
"Ceroxim I 1.5gm Injection"
"Cefabest SB Injection"
"Cefozane-T 1.125gm Injection"
"Critipime T Injection"
"C-Bact 500mg/500mg Injection"
"Cilanem Cds 500mg/500mg Injection"
"Cepime 1000mg Injection"
"Cadcort TC 40mg Injection"
"Cefaprime 1500mg Injection"
"Carbokem Novo 150mg Injection"
"Cefo DS 1000mg/500mg Injection"
"Cob-L 2500 Injection"
"Cizcan 10mg Injection"
"Cytaneon 100mg Injection"
"Cetide 0.25mg Injection"
"Caboo 150mg Injection"
"Clarinex 500mg Injection"
"Ceftiforce 500 Injection"
"Caprin Flush 1000IU Injection"
"Ciplacef 250mg Injection"
"Cilaxter 1000mg/1000mg Injection"
"Cytarine 100mg Injection"
"Cefzim 1.5gm Injection"
"Cefoseal Forte 1.5gm Injection"
"Cortem 100mg Injection"
"Caspogard 50mg Injection"
"Cefizox 500mg Injection"
"Coba C Injection"
"Cegava 1000 mg/1000 mg Injection"
"Calin D3 600000IU Injection"
"Cobafast 1500mcg Injection"
"Coenac 400 Solution"
"Calcobal Plus Injection"
"C Trik 250mg Injection"
"Cefamed 500mg Injection"
"Clasitil 1.5gm Injection"
"Cezosal 1000mg/500mg Injection"
"Ceftaxon-TZ 1.125 Injection"
"Consium 100mg Injection"
"Cefanex 500 mg/500 mg Injection"
"Cofaso TZ 1000mg/125mg Injection"
"Cilanem 1000mg/1000mg Injection"
"Clind 600mg Injection"
"Colinem Forte 2Million IU Injection"
"Celofos 2gm Injection"
"Cefpara-S 1500 Injection"
"Cisblok 20mg Injection"
"Cezolin 1gm Injection"
"Cefaclass 1000mg Injection"
"Ceftam S 1000mg/500mg Injection"
"Cynocort 40mg Injection"
"Casocan 70mg Injection"
"Citiflo 500mg/2ml Injection"
"C One 500mg Injection"
"Catram 40mg Injection"
"Ceftril 1gm Injection"
"Candidal 50mg Injection"
"Clary 500mg Injection"
"Cefina SB 500mg/500mg Injection"
"Ceftrial-SB 375 Injection"
"Cefzone 1000mg Injection"
"Cilasafe Injection 500mg/500mg"
"Ceftrial-SB 1.5gm Injection"
"Chloroquin 40mg Injection"
"Cefmac Plus 1.5g Injection"
"Cps 1000mg/500mg Injection"
"Cefobact 1000mg/1000mg Injection"
"Ceprolyst 60mg Injection"
"Cedonex 500 mg/500 mg Injection"
"Cobafil Injection"
"Cefi 1000mg Injection"
"Cytoplatin 10mg Injection"
"Clidmac 600mg Injection"
"Casogyn 50mg Injection"
"C One SB 250mg/125mg Injection"
"Comcort 10mg Injection"
"CARBELIN 1GM INJECTION"
"Cachepime-TZ Injection"
"Cefti 250mg Injection"
"Cilaxter 250 mg/250 mg Injection"
"Colipen 1MIU Injection"
"Cefon 500mg Injection"
"Calcileap Injection"
"Cefurovil 1.5 Injection"
"Cis-Atrabloc 20 Injection"
"Cardiject 50mg Injection"
"Cemax-Cef 1.5gm Injection"
"C Zide 250mg Injection"
"Cognix 200mg Injection"
"Chemodoc 120mg Injection"
"Cefex 1000mg Injection"
"Cortis-TR Injection"
"Cefogram 1000mg Injection"
"Cefera T 1000mg/125mg Injection"
"Cetro Injection"
"C Let 500mg Injection"
"Clinton 600mg Injection"
"Celovera 2.5mg/ml Injection"
"Cognitam 200mg Injection"
"Cinkona 300mg Injection"
"Ceftime 250mg Injection"
"Cytocristin Aqueous   1mg Injection"
"Critinem 500 mg/500 mg Injection"
"Cureone SB Injection"
"Cefo LA 1.5gm Injection"
"Cobitus 2500 Injection"
"Corlon 2mg/ml Injection"
"Ceftizone 1gm Injection"
"Cisplan 50mg Injection"
"Crescita 50mg Injection"
"Cobavit Injection"
"Caprogen 500mg Injection"
"Cfuro SB Injection"
"Cilaxter 125 mg/125 mg Injection"
"Cfzone 500mg/500mg Injection"
"Cefo 1000mg Injection"
"Cefperaz 1000mg Injection"
"Cefaday 250mg Injection"
"Carbapen M 500mg Injection"
"Celcarb 450mg Injection"
"Cpt S 500mg/500mg Injection"
"Claventiacef 1.5gm Injection"
"C Tax 250mg Injection"
"Carerox 1500mg/750mg Injection"
"Cledomox 1000 mg/200 mg Injection"
"Ceftrian 1gm Injection"
"Cefactam 500mg/500mg Injection"
"Celdach 100mg Injection"
"C-Zide-T 500 Injection"
"Coligyl 1MIU Injection"
"Clavidur 1.2gm Injection"
"Covan 500mg Injection"
"Cefonyx-S 1.5gm Injection"
"Cefatal 1gm Injection"
"Cerebrostar 60mg Injection"
"Ceflac XP Injection"
"Cabaxan Injection"
"Carbozar 150mg Injection"
"Corolate 0.2mg Injection"
"Citi 500mg Injection"
"Conizone 1.5 gm Injection"
"Cefuday 750mg Injection"
"C Mycin 500mg Injection"
"Cortireach 100mg Injection"
"Clivarine Injection"
"Celtere 120mg Injection"
"Cefari 1gm Injection"
"Carbopa 150mg Injection"
"Cefwell 1000mg/500mg Injection"
"Cepizon-T 2.25G Injection"
"CORION 2000IU INJECTION"
"Cefocef 1000mg Injection"
"Cefudif S 750 mg/375 mg Injection"
"Cincillin 500mg Injection"
"Cortilup 100mg Injection"
"Crusimol Injection"
"Caspledge Injection"
"Cefaday 500mg Injection"
"Comptil 12.5mg Injection"
"Cbact 1gm Injection"
"Carbotin 150mg Injection"
"Cefpy 1000mg Injection"
"Colik Injection"
"Cadigard 1000 mg/125 mg Injection"
"Cosmegen 0.5mg Injection"
"Celrixafor Injection"
"Ceftraset-S 1.5gm Injection"
"Cadtazo 4.5gm Powder for Injection"
"Cione 1000mg Injection"
"Celplanin 400mg Injection"
"Clorquik 1% Injection"
"Cerom 750mg Injection"
"CEHAM 1000MG INJECTION"
"Cobamet 500mcg Injection"
"Cob Z 500mcg Injection"
"Citafine 1400mg Injection"
"CYTOGAN 500MG INJECTION"
"Celpazone S 1000mg/500mg Injection"
"Cefton  1g injection"
"Cobaroz-Plus Injection"
"Cis DNA 50mg Injection"
"Citafine 200mg Injection"
"Cobarax Plus Injection"
"Cortis H 100mg Injection"
"Cefinew Injection 1000mg/125mg"
"Celstemx 24mg Injection"
"Civic Injection"
"Clinzucia 600mg Injection"
"Ceforex 500mg/500mg Injection"
"Cutrax TB 1000mg/125mg Injection"
"Clavamo 1000mg/200mg Injection"
"Cifigold 375 Injection"
"Clamine Plus Injection"
"Chorio Sure HP 2000IU Injection"
"Cardasol 150mg Injection"
"Comvac 3 + BioHib Vaccine Combipack"
"Colina 1MIU Injection"
"Cefofen 3 GM Injection"
"Cardiplegin Injection"
"Celgem 1000mg Injection"
"Calcijet Injection"
"Celcarb 150mg Injection"
"Cytrabine 100mg Injection"
"Ceftozid 1gm Injection"
"Cefam 750mg Injection"
"Coefsh 75IU Powder for Injection"
"Convictus Mega 2gm/1gm Injection"
"Cydoxan 500mg Injection"
"Cefotax 500mg Injection"
"Cefmone-SB 1500mg Injection"
"Clendalin 300mg Injection"
"Cefozen Forte 1000mg/500mg Injection"
"C Bactum 1000mg/1000mg Injection"
"Cetronext 0.25mg Injection"
"Cefadin 125mg Injection"
"Corcef SB 1000 mg/500 mg Injection"
"C Rome 250mg Injection"
"Cadabolic 50mg Injection"
"Cerebest 60mg Injection"
"C One 250mg Injection"
"Cidal 2000 mg/250 mg Injection"
"CEFRINE PLUS 500 MG/250 MG INJECTION"
"Citiron Injection"
"Cedon I 1000mg Injection"
"Citrolin 500mg Injection"
"Cefbet 1.5gm Injection"
"Ceftron 250mg Injection"
"Cofaso S Forte 2000mg/1000mg Injection"
"Cobavin 1500 Injection"
"Critopem 1g Injection"
"CEFI T 500 MG/62.5 MG INJECTION"
"Ceflin 125mg Injection"
"Cobasoft 500mcg Injection"
"CTX-GLS 500mg Injection"
"Cobaver 1500mcg Injection"
"Ceftirol S 1000mg/500mg Injection"
"Cilago 500mg/500mg Injection"
"Coefsh HP 75IU Injection"
"Carnilev 1gm/5ml Injection"
"Celtax 300mg Injection"
"Clindid 600mg Injection"
"Cefopara SB 1000mg/500mg Injection"
"Ceftazidine 250mg Injection"
"Ceficad 1000mg Injection"
"Cilitaz 4000mg/500mg Injection"
"Colistroy 3MIU Injection"
"Cachepime 1gm Injection"
"Cefotech 1000mg/500mg Injection"
"Conicobal 1500 Injection"
"Cardiforce 250mg Injection"
"Carbomax 150mg Injection"
"Cefotax 250mg Injection"
"C Zid TZ 1000mg/125mg Injection"
"C-Zide-T Injection"
"Cobaldin 1500mcg Injection"
"C Bactum 2000mg/1000mg Injection"
"Capsain 50mg Injection"
"Ceftamed 1gm Injection"
"Coligyl 2MIU Injection"
"Cefac 500 mg/500 mg Injection"
"Cezone Plus 1.5gm Injection"
"Ceftrax 500mg Injection"
"Cefstar 500mg/500mg Injection"
"Cefozone 1000mg Injection"
"Clin 600mg Injection"
"Cefo TZ 1000mg/125mg Injection"
"Ceftazim TZ 250mg/31.25mg Injection"
"Cortis 40 Injection"
"Cfara Injection"
"Cobaneuron Plus Injection"
"Celzar 1000mg Injection"
"Cefaday 1gm Injection"
