medicine_name
"Ambroxol"
"Phenylephrine"
"Amoxycillin"
"Salbutamol"
"Fexofenadine"
"Hydroxyzine"
"Chlorpheniramine Maleate"
"Azithromycin"
"Cyproheptadine"
"Cetirizine"
"Levocloperastine"
"Disodium Hydrogen Citrate"
"Guaifenesin"
"Aluminium Hydroxide"
"Erythromycin"
"Camylofin"
"Bromhexine"
"Levocetirizine"
"Acebrophylline"
"Nepafenac"
"Oseltamivir Phosphate"
"Levosalbutamol"
"Etofylline"
"Loratadine"
"Acyclovir"
"Citric Acid"
"Magaldrate"
"Cefixime"
"Sucralfate"
"Melatonin"
"Ivermectin"
"Cefdinir"
"Ampicillin"
"Buclizine"
"Ibuprofen"
"Ondansetron"
"Cefuroxime"
"Potassium Chloride"
"Dextromethorphan Hydrobromide"
"Pseudoephedrine"
"Triprolidine"
"Furazolidone"
"Sodium Picosulfate"
"Aceclofenac"
"Tricholine Citrate"
"Paracetamol"
"Choline"
"Amitriptyline"
"Piperazine"
"Albendazole"
"Terbutaline"
"Lysine"
"Phenylpropanolamine"
"Mefenamic Acid"
"Metronidazole"
"Prednisolone"
"Ammonium Chloride"
"Ketotifen"
"Montelukast"
"Oxetacaine"
"Zinc Gluconate"
"Haloperidol"
"Ranitidine"
"Domperidone"
"Cefpodoxime Proxetil"
"Omeprazole"
"Cefalexin"
"Piracetam"
"Promethazine"
"Choline Theophyllinate"
"Codeine"
"Cefaclor"
"Chloramphenicol"
"Astemizole"
"Iron Hydroxide Polymaltose"
"Ofloxacin"
"Diphenhydramine"
"Dicyclomine"
"Lactitol"
"Theophylline"
"Gatifloxacin"
"Nimesulide"
"Sulfamethoxazole"
"Ciprofloxacin"
"Cefadroxil"
"Diclofenac"
"Lactulose"
"Silymarin"
"Nitazoxanide"
"Nalidixic Acid"
"Chloroquine"
"Granisetron"
"Simethicone"
"Bambuterol"
"Deflazacort"
"Artemether"
"Desloratadine"
"Clarithromycin"
"Cefoperazone"
"Levofloxacin"
"Levetiracetam"
"Arteether"
"Sulfamethopyrazine"
"Racecadotril"
"Roxithromycin"
"Metoclopramide"
"Linezolid"
"Bacillus Clausii"
"Bilastine"
"Brinzolamide"
"Menthol"
"Diethylcarbamazine"
"Besifloxacin"
"Dimethicone"
"Colistin Sulphate"
"Milk of Magnesia"
"Levodropropizine"
"Brivaracetam"
"Amodiaquine"
"Norfloxacin"
"Tobramycin"
"Bromocriptine"
"Trimethoprim Combinations"
"Doxofylline"
"Liquid Paraffin"
"Quinine"
"Noscapine"
"Clobazam"
"Citicoline"
"Sodium Citrate"
"Levo-carnitine"
"Digoxin"
"Mycophenolate mofetil"
"Calcium"
"Calcium Gluconate"
"Colesevelam"
"Calcium Lactate"
"Ceftriaxone"
"Loteprednol etabonate"
"Fluconazole"
"Posaconazole"
"Cisapride"
"Dill Oil"
"Pyrimethamine"
"Drotaverine"
"Docosahexanoic acid"
"Methdilazine"
"Levamisole"
"Phenytoin"
"Pheniramine"
"Mebendazole"
"Dimenhydrinate"
"Ferrous Ascorbate"
"Diloxanide"
"Alginic Acid"
"Valproic Acid"
"Dexamethasone"
"Donepezil"
"Ebastine"
"Pyritinol"
"Griseofulvin"
"Loperamide"
"Pyrantel Pamoate"
"Hyoscyamine"
"Natamycin"
"Ursodeoxycholic Acid"
"Ketorolac"
"Ethamsylate"
"Sodium Valproate"
"Lamivudine"
"Erdosteine"
"Fluorometholone"
"Faropenem"
"Fluoxetine"
"Iron"
"Potassium Citrate"
"Neomycin"
"Triclofos"
"Sodium Feredetate"
"Phenobarbitone"
"Cyanocobalamin"
"Rifaximin"
"Progesterone"
"L-Ornithine L-Aspartate"
"Zinc acetate"
"Bisacodyl"
"Isoniazid"
"Magnesium Citrate"
"Cloxacillin"
"Morphine"
"Lincomycin"
"Lecithin"
"Lacosamide"
"Alpha-amylase"
"Lactobacillus"
"Loxapine"
"Pitavastatin"
"Artesunate"
"Acetylcysteine"
"Carbocisteine"
"Moxifloxacin"
"Rofecoxib"
"Methylcobalamin"
"Coenzyme Q10"
"Sodium Bicarbonate"
"Naproxen"
"Nitrofurantoin"
"Benzocaine"
"Voriconazole"
"Doxycycline"
"Amisulpride"
"Caffeine"
"Nitrazepam"
"Carboxymethylcellulose"
"Oxcarbazepine"
"Cefprozil"
"Zinc Carnosine"
"Lycopene"
"Pantoprazole"
"Ciclosporin"
"Ornidazole"
"Sildenafil"
"Chlordiazepoxide"
"Cefotaxime"
"Ceftibuten"
"Zolpidem"
"Quetiapine"
"Rabeprazole"
"Rifampicin"
"Sevelamer"
"Risperidone"
"Invert Sugar"
"Ribavirin"
"Chlorzoxazone"
"Satranidazole"
"Cholera Vaccine"
"Saccharomyces boulardii"
"Paracetamol/Acetaminophen"
"Secnidazole"
"Divalproex"
"Antacids With Anti Spasmodics"
"Almagate"
"Carbamazepine"
"Hydrotalcite"
"Piroxicam"
"Clemastine"
"Trimethoprim"
"Tinidazole"
"Terfenadine"
"Triclosan"
"Oxytetracycline"
"Ethambutol"
"Vitamin A"
"Pepsin"
"Doxylamine"
"Cefditoren"
"Thiamine"
"Zidovudine"
"Azacitidine"
"Duloxetine"
